invoice_number,voucher_number,voucher_type,invoice_date,due_date,financial_year,payment_status,payment_mode,credit_period,debit_amount,credit_amount,outstanding_balance,gst_number,gst_type,state,tax_amount,discount_,currency,hospital_name,hospital_type,doctor_name,doctor_specialty,surgeon_id,hospital_gst,city,territory,sales_executive,distributor_name,branch,product_name,product_category,implant_type,batch_number,lot_number,udi_code,serial_number,sterilization_status,expiry_date,manufacturing_date,quantity,unit,rate,mrp,surgery_type,implant_material,brand,warehouse,dispatch_date,delivery_status,courier_partner,stock_availability,reorder_level,inventory_balance,return_status,narration,export_note,primary_key
INV/1120,VCH1120,Purchase,2025-08-07,2025-09-06,2025-26,Pending,Cash,60,27612.0,27612.0,13806.0,24BBBCD2345G1Z2,IGST,Gujarat,4212.0,2.5%,Rs.,APEX HOSPITAL LTD.,Multi-Specialty Hospital,dr nisha patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Mumbai,Central 1,A. Verma,ORTHO DISTRIBUTORS,West-1,Cancellous Screw,Orthopedic Implant,Screw,B1610-B,L62425,UDI-250540-B,SN609454,Sterile,28 Jul 2027,45816,2,Pieces,"12,000.00",14400.00,Fracture Fixation,Stainless Steel,SpinePro,Pune Main,08 Aug 2025,In Transit,Delhivery,In Stock,5,8,nan,Dispatch against PO; follow-up due on next cycle,Text numeric field,bceb34503550e336cc35a56e62133b23
INV/1120,VCH1120,Sales,2025-08-07,2025-09-21,2025-26,Adjusted,Bank Transfer,60,19580.4,19580.4,9790.2,24BBBCD2345G1Z2,CGST+SGST,Gujarat,2097.9,7.5%,INR,Ortho Care Center,Orthopedic Clinic,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Pune,WEST 1,Rahul Mehta,Ortho Distributors Pvt Ltd,South-1,Cancellous Screw,Orthopedic Implant,Screw,B1737-B,L66173,UDI-733764-B,SN288807,Sterile,24 Jan 2028,45816,10,PCS,1890,2079.00,Fracture Fixation,Stainless Steel,SpinePro,Ahmedabad WH,2025/08/07,In Transit,Delhivery,Low Stock,10,5,Yes,Exported from Tally	with master alias,Text numeric field,d03baff865780a01234b6a1904cd860d
INV/1121,VCH1121,Sales,2025-01-26,2025-02-25,2024-25,Pending,Cash,30,7006.25,7006.25,3503.12,27AAACT1234F1Z5,GST,Maharashtra,1068.75,5 %,Rs.,ortho care centre,Orthopedic Clinic,Dr. P. Nair,Spine Surgeon,SURG-004,24FGHIJ5678K1Z2,Pune,South-1,Sneha Joshi,Trauma Supplies,CENTRAL 1,Cancellous Screw,Orthopedic Implant,Screw,B5563-A,L52111,UDI-282851-A,SN509799,STERILE,16 Jan 2027,28-09-2024,5 PCS,Box,1250,1500,Fracture Fixation,Stainless Steel,JointMax,Nagpur WH,45684,Partially Delivered,Delhivery,In Stock,25,3,Yes,Dispatch against PO; follow-up due on next cycle,Mixed date style,2b474757b308632881d2ce3fc8071dc9
INV/1121,VCH1121,Sales,2025-01-26,2025-02-10,2024-25,Adjusted,Bank Transfer,60,10593.45,10593.45,0.0,24BBBCD2345G1Z2,IGST,Gujarat,1615.95,0.05,INR,CITY MEDISURG PVT. LTD.,Multi-Specialty Hospital,dr. p. nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Surat,Central 1,Rahul Mehta,ORTHO DISTRIBUTORS,West-1,Cancellous Screw,Orthopedic Implant,Screw,B7308-A,L48018,UDI-831386-B,SN781377,Sterile,2026/01/26,45653,5,pcs,"1,890.00","₹2,079.00",Fracture Fixation,Stainless Steel,TraumaFix,Mumbai WH,28 Jan 2025,Partially Delivered,Professional Couriers,Reorder,25,15,No,Part payment received; balance pending,Trailing space preserved,294f974fbe5609f8e67a8907f97635f9
inv/1121,VCH1121,Receipt,2025-01-26,2025-02-10,2024-25,Adjusted,cash,30,18144.0,18144.0,0.0,27AAACT1234F1Z5,GST,Karnataka,1944.0,10%,₹,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,dr. nisha patel,Orthopedic Surgeon,SURG-005,29LMNOP9012Q1Z3,Surat,Central 1,Sneha Joshi,ORTHO DISTRIBUTORS,WEST 1,Knee Prosthesis,Joint Replacement,Prosthesis,B6159-C,L52290,UDI-519225-A,SN877929,STERILE,46223,28-09-2024,4 PCS,PCS,4500,"₹5,175.00",Arthroplasty,Cobalt Chrome,BoneLock,Pune Main,29-01-2025,Hold,Professional Couriers,Reserved,5,15,Pending,Part payment received; balance pending,Unicode NBSP present,c4e11db927ba781ffb9d93f67f4266b5
INV/1122,VCH1122,Purchase,2024-09-05,2024-11-04,2024-25,Paid,cash,30,10314.67,10314.67,7736.01,27AAACT1234F1Z5,CGST/SGST,Maharashtra,1573.42,7.5 %,Rs.,Trauma One,Trauma Center,DR MEERA IYER,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Nagpur,Central,Sneha Joshi,Trauma Supplies LLP,Central-1,Cancellous Screw,Orthopedic Implant,Screw,B1315-A,L46998,UDI-442711-B,SN820463,Non-Sterile,27 Feb 2026,45450,5,Pieces,"1,890.00","2,173.50",Fracture Fixation,Stainless Steel,JointMax,Mumbai WH-2,07 Sep 2024,Delivered,Professional Couriers,In Stock,5,5,No,Dispatch against PO; follow-up due on next cycle,Text numeric field,1a86f425a8f2809bd05d677ec60d61b4
INV/1122,VCH1122,Sales,2024-09-05,2024-10-20,2024-25,Partially Paid,Bank Transfer,30,16800.0,16800.0,8400.0,29CCCDD3456H1Z3,CGST/SGST,Maharashtra,1800.0,0.00,INR,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,DR. NISHA PATEL,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Surat,South,Rahul Mehta,Ortho Distributors,West-1,External Fixator,Trauma Fixation,Fixator,B1509-C,L92457,UDI-567944-A,SN313476,Sterile,26 Aug 2026,06-08-2024,12,Box,"1,250.00",1500,Trauma Stabilization,Aluminium,OSM,Mumbai WH-2,06 Sep 2024,In Transit,Blue Dart,Reorder,10,30,No,Freight included; round-off applied,Alias master matched,9c9a5542ea7a4647081a722592345a3b
INV/1122,VCH1122,Purchase,2024-09-05,2024-10-05,2024-25,Pending,RTGS,30,2362.5,2362.5,1181.25,29CCCDD3456H1Z3,IGST,Gujarat,112.5,10,INR,SPINE & JOINT INSTITUTE,Orthopedic Clinic,DR. P. NAIR,Spine Surgeon,SURG-004,29LMNOP9012Q1Z3,Ahmedabad,West-1,S. Joshi,Trauma Supplies,Central-1,Knee Prosthesis,Joint Replacement,Prosthesis,B4012-C,L43171,UDI-942078-C,SN500016,Sterile,05-09-2025,45480,2,Pieces,1250.00,1500,Arthroplasty,Cobalt Chrome,JointMax,Nagpur WH,45540,Partially Delivered,DTDC,Low Stock,10,30,Yes,Freight included; round-off applied	tabbed-remark,Trailing space preserved,13735ecd48242e20c45eac5b98d908f4
INV/1122,VCH1122,Receipt,2024-09-05,2024-10-20,2024-25,Pending,RTGS,60,9576.0,9576.0,7182.0,29CCCDD3456H1Z3,CGST+SGST,Karnataka,456.0,0.05,₹,ortho care center,Orthopedic Clinic,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,29LMNOP9012Q1Z3,Pune,WEST 1,S. Joshi,Trauma Supplies,CENTRAL 1,Knee Prosthesis,Joint Replacement,Prosthesis,B9356-C,L29250,UDI-967244-C,SN385188,Non-Sterile,2026/08/26,08-05-2024,4,PCS,"₹2,400.00","₹2,640.00",Arthroplasty,Cobalt Chrome,TraumaFix,Nagpur WH,06 Sep 2024,Delivered,Delhivery,Low Stock,25,15,Pending,"Part payment received; balance pending, ref=""INV/1122""
Export note retained as multiline remark",Trailing space preserved,c747ed713b145a10cc431666d3bac9d6
inv/1123,VCH1123,Purchase,2025-12-26,2026-02-24,2025-26,Partially Paid,Cheque,30,10314.67,10314.67,7736.01,29CCCDD3456H1Z3,IGST,Maharashtra,1573.42,7.5,Rs.,APEX HOSPITAL,Multi-Specialty Hospital,Dr. P. Nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Mumbai,WEST 1,R. Mehta,Ortho Distributors,CENTRAL 1,Knee Prosthesis,Joint Replacement,Prosthesis,B9117-B,L90073,UDI-639773-B,SN844610,Non-Sterile,46737,2025/10/27,5,pcs,1890.00,"2,079.00",Arthroplasty,Cobalt Chrome,TraumaFix,Mumbai WH-2,46018,In Transit,Delhivery,In Stock,5,30,nan,Approved by store; udi matched,Unicode NBSP present,bf5ee760ad768e28f2d7682f65d3e45a
INV/1123,VCH1123,Sales,2025-12-26,2026-02-24,2025-26,Pending,Cheque,15,14175.0,14175.0,10631.25,27AAACT1234F1Z5,CGST+SGST,Karnataka,675.0,0,Rs.,ortho care center,Orthopedic Clinic,DR NISHA PATEL,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Pune,WEST 1,S. Joshi,Trauma Supplies,CENTRAL 1,Locking Plate,Orthopedic Implant,Plate,B3479-A,L77972,UDI-411271-A,SN445512,Sterile,13 Jun 2028,45957,2,pcs,"₹6,750.00","7,762.50",Open Reduction,Titanium,OrthoFlex,Pune Main,28-12-2025,Partially Delivered,TCS,Low Stock,20,3,No,"Freight included; round-off applied, ref=""INV/1123""",Text numeric field,b1360d43fe35fa378ad0e967da25d6ea
INV/1123,VCH1123,Sales,2025-12-26,2026-01-25,2025-26,Pending,Cash,45,2394.0,2394.0,2394.0,29CCCDD3456H1Z3,CGST+SGST,Gujarat,114.0,5 %,Rs.,Ortho Care Center,Orthopedic Clinic,Dr P Nair,Spine Surgeon,SURG-004,27ABCDE1234F1Z1,Pune,South,Sneha Joshi,Trauma Supplies,WEST 1,Spinal Rod,Spinal Implant,Rod,B2411-C,L96932,UDI-165126-A,SN539399,Sterile,13-06-2028,45927,1,pcs,"₹2,400.00","2,880.00",Spine Stabilization,Titanium Alloy,OSM,Pune Main,2025/12/29,Delivered,Blue Dart,In Stock,5,20,Yes,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Name variation retained,8dda91003bdfb0f5d646819cf2535eb7
INV/1124,VCH1124,Payment,2025-07-26,2025-09-09,2025-26,Partially Paid,NEFT,15,29500.0,29500.0,29500.0,29CCCDD3456H1Z3,GST,Maharashtra,4500.0,0.00,₹,Trauma One,Trauma Center,DR A. SHARMA,Orthopedic Surgeon,SURG-001,27ABCDE1234F1Z1,Nagpur,WEST 1,R. Mehta,Ortho Distributors Pvt Ltd,W1,External Fixator,Trauma Fixation,Fixator,B6800-C,L10190,UDI-953481-A,SN685466,Non-Sterile,17 Jan 2027,2025/03/28,1,Pieces,25000.00,"₹30,000.00",Trauma Stabilization,Aluminium,TraumaFix,Ahmedabad WH,45864,Partially Delivered,Blue Dart,In Stock,5,30,nan,Dispatch against PO; follow-up due on next cycle,Name variation retained,912db9afd64e1288e282f2c9f98a0602
INV/1124,VCH1124,Payment,2025-07-26,2025-08-10,2025-26,Paid,RTGS,60,35936.25,35936.25,26952.19,24BBBCD2345G1Z2,CGST/SGST,Karnataka,1711.25,7.5,Rs.,spine and joint institute,Orthopedic Clinic,dr. anil sharma,Orthopedic Surgeon,SURG-001,27ABCDE1234F1Z1,Ahmedabad,South,Rahul Mehta,Ortho Distributors,S-1,Bone Drill Set,Surgical Instrument,Instrument,B6536-A,L60087,UDI-265096-C,SN831711,Non-Sterile,12-01-2028,27-04-2025,2,Pieces,"₹18,500.00",21275,Surgical Prep,Steel,BoneLock,Mumbai WH-2,27-07-2025,Delivered,Delhivery,In Stock,5,0,Yes,Dispatch against PO; follow-up due on next cycle,Unicode NBSP present,1347012d146700ff30adbd303f08c9a4
INV/1124,VCH1124,Sales,2025-07-26,2025-09-09,2025-26,Adjusted,cash,45,10584.0,10584.0,10584.0,29CCCDD3456H1Z3,IGST,Karnataka,1134.0,0,INR,ortho care centre,Orthopedic Clinic,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,29LMNOP9012Q1Z3,Pune,West,Sneha Joshi,Trauma Supplies,West-1,Knee Prosthesis,Joint Replacement,Prosthesis,B3603-A,L12371,UDI-576915-C,SN804890,Sterile,16 Jul 2027,26 Jun 2025,5 PCS,Pieces,1890.00,"₹2,079.00",Arthroplasty,Cobalt Chrome,OrthoFlex,Mumbai WH-2,45866,In Transit,Delhivery,In Stock,20,3,Yes,Freight included; round-off applied,Name variation retained,d9f96b0367b355b7c5c19a9f6b843a54
INV/1124,VCH1124,Sales,2025-07-26,2025-08-25,2025-26,Partially Paid,Bank Transfer,30,9525.6,9525.6,9525.6,27AAACT1234F1Z5,CGST+SGST,Maharashtra,1020.6,10,₹,Apex Hospital,Multi-Specialty Hospital,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Mumbai,WEST 1,A. Verma,Ortho Distributors Pvt Ltd,CENTRAL 1,Bone Drill Set,Surgical Instrument,Instrument,B1137-B,L15769,UDI-515036-A,SN555053,STERILE,46764,2025/03/28,5,pcs,1890,"2,268.00",Surgical Prep,Steel,BoneLock,Mumbai WH,28 Jul 2025,Delivered,TCS,In Stock,5,0,Pending,Approved by store; udi matched,Trailing space preserved,3f157e0d8498dc4386be2afe855db2d1
INV/1125,VCH1125,Sales Return,2025-12-30,2026-02-13,2025-26,Paid,RTGS,15,112100.0,112100.0,84075.0,27AAACT1234F1Z5,GST,Karnataka,17100.0,0.05,₹,Apex Hospital,Multi-Specialty Hospital,dr. meera iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Mumbai,WEST 1,A. Verma,Trauma Supplies,W1,Knee Prosthesis,Joint Replacement,Prosthesis,B2978-C,L81830,UDI-117081-C,SN688313,STERILE,2026/12/30,31-10-2025,4,Box,25000.00,"₹27,500.00",Arthroplasty,Cobalt Chrome,SpinePro,Pune WH,2026/01/01,Delivered,Professional Couriers,In Stock,25,0,nan,Part payment received; balance pending,Mixed date style,d8d608b05cefbe93e8b952c99feb94cc
inv/1125,VCH1125,Payment,2025-12-30,2026-01-14,2025-26,Pending,Cash,45,25424.28,25424.28,12712.14,24BBBCD2345G1Z2,CGST+SGST,Maharashtra,3878.28,5 %,INR,APEX HOSPITAL,Multi-Specialty Hospital,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Thane,Central,Rahul Mehta,Ortho Distributors Pvt Ltd,Central-1,Spinal Rod,Spinal Implant,Rod,B6682-C,L67676,UDI-431385-B,SN156590,STERILE,2027/06/23,01-10-2025,12,Box,1890,"₹2,079.00",Spine Stabilization,Titanium Alloy,OSM,Pune Main,30-12-2025,In Transit,Delhivery,In Stock,20,30,No,"Approved by store; udi matched, ref=""INV/1125""	tabbed-remark",Unicode NBSP present,0506634572b12b72f9cda001a13fa5cb
INV/1125,VCH1125,Sales Return,2025-12-30,2026-01-29,2025-26,Adjusted,Bank Transfer,30,58275.0,58275.0,43706.25,24BBBCD2345G1Z2,CGST/SGST,Maharashtra,2775.0,7.5%,₹,TRAUMA ONE PVT LTD,Trauma Center,dr nisha patel,Orthopedic Surgeon,SURG-005,27ABCDE1234F1Z1,Nagpur,Central,A. Verma,Trauma Supplies LLP,South-1,Cancellous Screw,Orthopedic Implant,Screw,B9881-B,L42028,UDI-940212-C,SN193010,Sterile,46921,01-10-2025,5,PCS,12000.00,"₹14,400.00",Fracture Fixation,Stainless Steel,BoneLock,Mumbai WH,31-12-2025,Delivered,Blue Dart,In Stock,10,8,Pending,Part payment received; balance pending,Text numeric field,f476d29c5d82245d2305d31316a2a90f
INV/1125,VCH1125,Sales,2025-12-30,2026-02-13,2025-26,Partially Paid,Cash,45,27612.0,27612.0,13806.0,27AAACT1234F1Z5,CGST/SGST,Maharashtra,4212.0,0.03,INR,spine & joint institute,Orthopedic Clinic,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,27ABCDE1234F1Z1,Ahmedabad,Central,Rahul Mehta,Ortho Distributors,West-1,External Fixator,Trauma Fixation,Fixator,B5569-B,L28127,UDI-898118-A,SN641343,Non-Sterile,46561,30-11-2025,10 PCS,pcs,2400.00,2760,Trauma Stabilization,Aluminium,TraumaFix,Mumbai WH,46022,Hold,TCS,Low Stock,10,8,No,Freight included; round-off applied,Name variation retained,06dd2693b59e2c168a6c737b00882ad8
INV/1126,VCH1126,Sales,2025-07-05,2025-09-03,2025-26,Adjusted,Cash,30,19647.0,19647.0,0.0,24BBBCD2345G1Z2,IGST,Gujarat,2997.0,0.10,INR,Spine & Joint Institute,Orthopedic Clinic,Dr Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Ahmedabad,WEST 1,Rahul Mehta,Ortho Distributors,West-1,Cancellous Screw,Orthopedic Implant,Screw,B9248-B,L27730,UDI-428405-A,SN754211,Sterile,46743,2025/04/06,1 PCS,Pieces,"₹18,500.00","₹21,275.00",Fracture Fixation,Stainless Steel,OSM,Pune WH,08 Jul 2025,Delivered,TCS,Reorder,25,20,nan,Credit note adjustment for return batch,Mixed date style,d232405e235e92d86453e74670e4f196
INV/1126,VCH1126,Payment,2025-07-05,2025-08-04,2025-26,Paid,NEFT,45,37833.75,37833.75,37833.75,27AAACT1234F1Z5,CGST/SGST,Maharashtra,5771.25,5,₹,Apex Hospital Ltd.,Multi-Specialty Hospital,Dr. R. Kulkarni,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Mumbai,South-1,Amit Verma,Ortho Distributors,Central-1,External Fixator,Trauma Fixation,Fixator,B5621-C,L96748,UDI-430295-B,SN114896,Sterile,22-12-2027,2025/05/06,5,pcs,"6,750.00",7425,Trauma Stabilization,Aluminium,OrthoFlex,Mumbai WH-2,05 Jul 2025,Delivered,TCS,Reserved,25,5,nan,Part payment received; balance pending,Name variation retained,4ae92f48f1367370018b76cb02d6004e
INV/1126,VCH1126,Purchase,2025-07-05,2025-07-20,2025-26,Adjusted,Cash,30,132750.0,132750.0,0.0,27AAACT1234F1Z5,GST,Karnataka,20250.0,10%,INR,APEX HOSPITAL,Multi-Specialty Hospital,dr. meera iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Thane,South-1,Rahul Mehta,Trauma Supplies LLP,CENTRAL 1,Spinal Rod,Spinal Implant,Rod,B4275-C,L43478,UDI-503093-C,SN180777,STERILE,27 Dec 2026,2025/05/06,5,Box,25000.00,"₹30,000.00",Spine Stabilization,Titanium Alloy,BoneLock,Nagpur WH,06 Jul 2025,In Transit,Delhivery,Reserved,20,5,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Text numeric field,7a5d5a36149947a6e0bca1ff40b6e079
INV/1126,VCH1126,Purchase,2025-07-05,2025-09-03,2025-26,Paid,Cash,60,157472.0,157472.0,118104.0,24BBBCD2345G1Z2,IGST,Maharashtra,16872.0,5,INR,Trauma One,Trauma Center,DR P NAIR,Spine Surgeon,SURG-004,24FGHIJ5678K1Z2,Nagpur,South,Sneha Joshi,Ortho Distributors,South-1,Bone Drill Set,Surgical Instrument,Instrument,B9536-B,L79593,UDI-649217-B,SN453976,Non-Sterile,25 Jun 2027,45753,8 PCS,pcs,18500.00,21275.00,Surgical Prep,Steel,TraumaFix,Nagpur WH,2025/07/07,Delivered,Delhivery,In Stock,25,3,Pending,Credit note adjustment for return batch,Unicode NBSP present,ba65fd5e1db0d20554e9c37b7fd00c0c
INV/1127,VCH1127,Receipt,2024-05-17,2024-07-01,2024-25,Paid,RTGS,60,155400.0,155400.0,77700.0,24BBBCD2345G1Z2,CGST/SGST,Maharashtra,7400.0,0 %,INR,ortho care center,Orthopedic Clinic,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Pune,WEST 1,S. Joshi,Ortho Distributors Pvt Ltd,Central-1,Cancellous Screw,Orthopedic Implant,Screw,B8942-C,L73829,UDI-963683-C,SN598734,Sterile,45794,2024/03/18,8,pcs,18500.00,"21,275.00",Fracture Fixation,Stainless Steel,TraumaFix,Mumbai WH-2,17-05-2024,Hold,Delhivery,In Stock,10,20,No,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Trailing space preserved,8c7ef8f07b0950e0a08eee94f7eb8fae
INV/1127,VCH1127,Purchase,2024-05-17,2024-06-16,2024-25,Partially Paid,NEFT,30,2559.38,2559.38,1279.69,24BBBCD2345G1Z2,GST,Maharashtra,121.88,2.5%,INR,CITY MEDISURG,Multi-Specialty Hospital,dr. r. kulkarni,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Surat,West,Sneha Joshi,Trauma Supplies LLP,WEST 1,Spinal Rod,Spinal Implant,Rod,B8541-B,L89909,UDI-399581-C,SN558003,Non-Sterile,2025/05/17,17 Feb 2024,2,Pieces,"1,250.00","₹1,375.00",Spine Stabilization,Titanium Alloy,OSM,Mumbai WH,45431,In Transit,Professional Couriers,In Stock,5,8,Pending,"Revised invoice after doctor change,
please verify branch mapping",Trailing space preserved,fa066cf16a33c4818d007073bc7386b0
INV/1127,VCH1127,Sales,2024-05-17,2024-06-01,2024-25,Adjusted,NEFT,45,3770.55,3770.55,0.0,24BBBCD2345G1Z2,GST,Karnataka,179.55,5 %,INR,trauma one pvt ltd,Trauma Center,Dr. Meera Iyer,Joint Replacement Surgeon,SURG-002,24FGHIJ5678K1Z2,Nagpur,WEST 1,R. Mehta,Ortho Distributors Pvt Ltd,S-1,External Fixator,Trauma Fixation,Fixator,B3502-A,L27500,UDI-976583-A,SN540830,Sterile,46149,18 Mar 2024,2,BOX,1890,"₹2,268.00",Trauma Stabilization,Aluminium,BoneLock,Nagpur WH,20-05-2024,Hold,TCS,Reserved,25,20,nan,Dispatch against PO; follow-up due on next cycle,Mixed date style,6c2484b57d6ecc7a63389d9fb48e7416
INV/1128,VCH1128,Sales,2024-11-02,2024-11-17,2024-25,Adjusted,NEFT,60,16087.68,16087.68,12065.76,27AAACT1234F1Z5,IGST,Gujarat,1723.68,5,₹,Spine and Joint Institute,Orthopedic Clinic,dr a. sharma,Orthopedic Surgeon,SURG-001,29LMNOP9012Q1Z3,Ahmedabad,WEST 1,A. Verma,Ortho Distributors,S-1,Spinal Rod,Spinal Implant,Rod,B8847-B,L20390,UDI-123964-A,SN117714,STERILE,46498,04-08-2024,8 PCS,pcs,1890,"2,268.00",Spine Stabilization,Titanium Alloy,OrthoFlex,Mumbai WH-2,45600,In Transit,TCS,Low Stock,10,3,nan,"Invoice for orthopedic implants, includes ""plate, screw"" bundle",Name variation retained,0b8922a43e1bdd23f05c5179c2595983
inv/1128,VCH1128,Purchase,2024-11-02,2024-11-17,2024-25,Adjusted,UPI,30,248862.0,248862.0,0.0,29CCCDD3456H1Z3,CGST+SGST,Gujarat,37962.0,0.05,INR,Ortho Care Center,Orthopedic Clinic,Dr. Nisha Patel,Orthopedic Surgeon,SURG-005,24FGHIJ5678K1Z2,Pune,South-1,S. Joshi,Trauma Supplies LLP,South-1,Bone Drill Set,Surgical Instrument,Instrument,B1217-B,L67967,UDI-471524-C,SN567760,Non-Sterile,45963,04-08-2024,12 PCS,pcs,18500.00,20350,Surgical Prep,Steel,BoneLock,Mumbai WH-2,03-11-2024,Delivered,Delhivery,Low Stock,10,20,Yes,"Credit note adjustment for return batch, ref=""INV/1128""
Export note retained as multiline remark	tabbed-remark",Text numeric field,77841673db6912c21f8cc7572aee1936
INV/1128,VCH1128,Purchase,2024-11-02,2025-01-01,2024-25,Adjusted,Cheque,45,140000.0,140000.0,70000.0,27AAACT1234F1Z5,CGST/SGST,Karnataka,15000.0,0,INR,trauma one,Trauma Center,DR. ANIL SHARMA,Orthopedic Surgeon,SURG-001,27ABCDE1234F1Z1,Nagpur,West-1,Rahul Mehta,Ortho Distributors,WEST 1,Cancellous Screw,Orthopedic Implant,Screw,B7750-B,L85301,UDI-637267-B,SN376199,Sterile,2027/04/21,03 Oct 2024,5,Pieces,25000,"28,750.00",Fracture Fixation,Stainless Steel,OSM,Pune Main,02 Nov 2024,Partially Delivered,DTDC,Reorder,20,20,Pending,Freight included; round-off applied,Alias master matched,65e95a349796062469aaa7998df6d152
INV/1128,VCH1128,Receipt,2024-11-02,2024-11-17,2024-25,Paid,RTGS,30,9213.75,9213.75,9213.75,27AAACT1234F1Z5,GST,Gujarat,438.75,2.5%,INR,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,Dr. R. Kulkarni,Trauma Surgeon,SURG-003,29LMNOP9012Q1Z3,Surat,West-1,Amit Verma,Ortho Distributors Pvt Ltd,S-1,Bone Drill Set,Surgical Instrument,Instrument,B7296-B,L43371,UDI-414458-B,SN933312,Sterile,2025/11/02,2024/08/04,2 PCS,BOX,"₹4,500.00",5175,Surgical Prep,Steel,OrthoFlex,Ahmedabad WH,2024/11/05,Delivered,TCS,In Stock,10,20,No,Dispatch against PO; follow-up due on next cycle,Unicode NBSP present,a64c2c06c55ca25594f36f91e8052cc0
INV/1129,VCH1129,Purchase,2025-08-12,2025-09-11,2025-26,Paid,RTGS,30,4838.4,4838.4,3628.8,27AAACT1234F1Z5,CGST/SGST,Gujarat,518.4,10%,INR,ORTHO CARE CENTER,Orthopedic Clinic,Dr. Anil Sharma,Orthopedic Surgeon,SURG-001,27ABCDE1234F1Z1,Pune,Central,Sneha Joshi,Trauma Supplies LLP,Central-1,Bone Drill Set,Surgical Instrument,Instrument,B8412-B,L26136,UDI-297769-B,SN495430,Sterile,03 Feb 2027,13 Jul 2025,2,Box,2400,"2,640.00",Surgical Prep,Steel,BoneLock,Mumbai WH-2,13 Aug 2025,Delivered,TCS,In Stock,20,3,nan,Credit note adjustment for return batch,Alias master matched,5d82bc3c630b8c1a09c66d457d74eff4
INV/1129,VCH1129,Sales Return,2025-08-12,2025-08-27,2025-26,Pending,Bank Transfer,30,248640.0,248640.0,0.0,29CCCDD3456H1Z3,GST,Karnataka,26640.0,0,₹,City Medisurg Pvt. Ltd.,Multi-Specialty Hospital,DR. R. KULKARNI,Trauma Surgeon,SURG-003,24FGHIJ5678K1Z2,Surat,South,Rahul Mehta,ORTHO DISTRIBUTORS,W1,Spinal Rod,Spinal Implant,Rod,B5035-B,L26808,UDI-215389-C,SN502370,Non-Sterile,2027/02/03,13 Jun 2025,12,BOX,"18,500.00",21275,Spine Stabilization,Titanium Alloy,OrthoFlex,Ahmedabad WH,2025/08/13,Delivered,DTDC,In Stock,10,15,No,"Revised invoice after doctor change,
please verify branch mapping",Trailing space preserved,d6a59348896126515ef126591147d6f5
INV/1129,VCH1129,Sales Return,2025-08-12,2025-09-26,2025-26,Adjusted,UPI,15,55282.5,55282.5,0.0,29CCCDD3456H1Z3,IGST,Maharashtra,2632.5,2.5,INR,Apex Hospital,Multi-Specialty Hospital,dr. r. kulkarni,Trauma Surgeon,SURG-003,27ABCDE1234F1Z1,Mumbai,WEST 1,Rahul Mehta,Trauma Supplies LLP,West-1,Knee Prosthesis,Joint Replacement,Prosthesis,B6190-A,L18326,UDI-642175-B,SN718288,Non-Sterile,2026/08/12,45761,12,pcs,"4,500.00",4950.00,Arthroplasty,Cobalt Chrome,BoneLock,Mumbai WH,2025/08/14,Hold,DTDC,In Stock,5,30,nan,Dispatch against PO; follow-up due on next cycle,Text numeric field,60822b7db65126aab9b17c960efa25e4
